FIRMA_ID,NAZIV,ADRESA,REG_BROJ,MATICNI,SIFRA_DJEL,MAIL,ZIRO_RACUN1,ZIRO_RACUN2,WEB,TEL1,TEL2,TEL3,TEL4,STATUS,NAPOMENA,KUPAC,DOBAVLJAC,DATUM,POT,DUG,ID_CIJENA,RADNIK,BLAG,ROK_PLACANJA,ID_OPERATER,POCETNO,DATUM_VALUTE_1,DATUM_VALUTE_2,DUG_1,DUG_2,DUG_GOT_1,DUG_GOT_2,POT_1,POT_2,POT_GOT_1,POT_GOT_2,SALDO_DOBAVLJAC_1,SALDO_DOBAVLJAC_2,SALDO_GOT_DOBAVLJAC_1,SALDO_GOT_DOBAVLJAC_2,SALDO_GOT_KUPAC_1,SALDO_GOT_KUPAC_2,SALDO_KUPAC_1,SALDO_KUPAC_2,ID_PREDUZECE,VR_KLIK_GRUPA
4508,"KVISKO","ZMAJ JOVINA BR. 46, Podgorica",,"02369818","30/31-02534-5","refill@t-com.me","510-2984-12",,,"+38267238344",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"08/18/22 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4509,"LASERING","NJEGNJEVO BB, Bijelo Polje",,"03117642","70/31-01894-8","sebek.garo@gmail.com","550-17700-42",,,"068401040",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"05/16/25 00:00:00",,0,,0,,0,,0,,0,,0,,0,,42.11,,,
4510,"LAVI","SIMONA IVANOVA BB, Podgorica",,"03003027","30/31-13658-9","laviglass@gmail.com","525-6607-11",,,"+38267067062",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"12/28/21 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4511,"LUTREX","KOKOTI BB, Podgorica",,"02451824","30/31-04833-7","lutrex@lutrex.eu","520-9855-95",,"www.lutrex.eu","+38278102543",,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"08/05/25 00:00:00",,0,,0,,21.81,,0,,358.23,,0,,0,,0,,,
4512,"LUX PRINT","DR.SAŠE BOŽOVICA BR.10, Podgorica",,"03136132","30/31-17381-6","stojkovicdejan777@gmail.com","510-105281-29",,,"+38269248258",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"01/16/25 00:00:00",,0,,0,,1711.24,,0,,-6.05,,0,,0,,188.76,,,
4513,"MARINA BANOVIC COUTURE","ĐOKA MIRAŠEVICA BR. 110, Podgorica",,"03244563","30/31-20258-1",,,,,"+38269831832",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4514,"MATERIA","ŠARLA DE GOLA 2, Podgorica",,"03030245","30/31-14330-5","materia@t-com.me","520-30883-61",,"www.materia.co.me","+38267245024",,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"12/26/24 00:00:00",,0,,0,,150.84,,0,,54.41,,0,,0,,0,,,
4515,"ME - NET","VOJVODE MAŠA ĐUROVICA, LAMELA 3 / 1, CITY KVART, Podgorica",,"02683687","30/31-07043-8","contact@menet.me","510-19987-25",,,"077300080",,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"04/19/24 00:00:00",,,,,,0,,,,0,,0,,0,,0,,,
4516,"MONTENEGRO METROPOLIS MEDIA","UL.8.MART BR.74, Podgorica",,"02333694","30/31-00380-5","office@metropolis-media.co.me","530-1095-26",,"www.metropolis-media.me","+38220663125",,"020662157",,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"01/26/24 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4517,"MGM ŠTAMPA","UL. MITRA BAKICA BR.98, Podgorica",,"02961652"," 30/31-12818-7","goran.milatovic@t-com.me","550-15047-47",,,"+38269052807",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"02/28/25 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4518,"MX doo","JEREVANSKA BR.30, Podgorica",,"02753995","30/31-08763-4","dragan.skuletic@gmail.com","520-31050-45","550-10368-19",,"+38267454545",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"07/12/25 00:00:00",,0,,0,,94.18000000000001,,0,,78.41,,0,,0,,0,,,
4519,"NEBO JAN","TRG NIKOLE KOVACEVICA BR. 2, Podgorica",,"02755238","30/31-08794-4",,"520-31554-85",,,"067135137",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4520,"NIKIC - DIGITAL","BULEVAR IVANA CRNOJEVICA 107, Podgorica",,"02628597","30/31-05565-1","srdja@fotonikic.com","550-8008-18",,,"+38267513516",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"07/28/25 00:00:00",,0,,0,,0,,0,,0,,0,,0,,34.85,,,
4521,"NIVEL STOVARIŠTE ĐUROVIC","27. MARTA B.B., Podgorica",,"03103099","30/31-16325-8","nivel@t-com.me","580-340-41",,,"020640666",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4522,"NTC LOGISTICS","KAPINO POLJE B.B., Nikšic",,"02922711","40/31-02303-9","ntclogistics@t-com.me","520-14375-18",,"www.ntclogistics.me","+38240218620",,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"12/28/23 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4523,"NVU Kreativna Riznica","Danilovgrad",,"02899167",,,"510-68455-24",,,,,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"08/17/24 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4524,"OMEGA PROXIMUS","19. DECEMBRA BB, Podgorica",,"03132986","30/31-17596-7","veliborb@t-com.me","520-35333-97",,,"+38267828523",,,,"A",,0,1,"06/17/21 15:07:23",0,0,0,0,0,30,2,0,"10/13/21 00:00:00",,,,,,,,,,0,,0,,0,,0,,,
4525,"ORACAL POLIKARBONATI","BUL.ŠARLA DE GOLA BR.2, Podgorica",,"02866480","30/31-11025-3","office.pg@oracalpolikarbonati.com","540-10086-54","525-6408-26","www.oracalpolikarbonati.com","020658209",,"067322835","067322874","A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"10/24/24 00:00:00",,0,,0,,156.1,,0,,0,,0,,0,,0,,,
4526,"RAS PRESS","BAJA PIVLJANINA BR. 7A, Nikšic",,"02304678","40/31-00728-9","raspress@t-com.me","510-95673-44",,,"+38268052656",,,,"A",,1,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"12/31/24 00:00:00",,0,,0,,1537.01,,0,,3791.86,,0,,0,,0,,,
4527,"RINASCITA","KOMANI BB, Pošta: ĐOKA MIRAŠEVICA BR. 17, Podgorica",,"03151557","30/31-17732-3",,"525-6521-75",,,,,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4529,"ROAMING NETWORKS","RADOSAVA BURICA BB, Podgorica",,"02858274","30/31-10828-3","office@roamingnetworks.me",,,,"+38220278379",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4530,"S-DESIGN","UL. LIMSKA BB., Bijelo Polje",,"02738333","70/31-01083-1","s_design_bp@hotmail.com","520-13824-22",,"www.sdizajn.me","050432879",,"069050375","068505373","A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"01/22/24 00:00:00",,0,,0,,14.85,,0,,-0,,0,,0,,158.76,,,
4531,"STRATUS","NIKŠICKI PUT BB, Podgorica",,"02076195","30/31-18257-2","stratus@stratus.me","530-1801-42","510-202665-41","www.stratus.me","020218530",,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"07/10/25 00:00:00",,0,,0,,53.24,,0,,77.14,,0,,0,,0,,,
4532,"STUDIO MOUSE","ROGAMI, KRUGOVI BB, Podgorica",,"02373203","30/31-02457-8","office@mousestudio.com","520-19544-31",,"www.mousestudio.com","+38220664280",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"05/27/25 00:00:00",,0,,0,,0,,0,,-0,,0,,0,,0,,,
4533,"ŠTAMPARIJA OSTOJIC","SVETOZARA MARKOVICA BR.15, Podgorica",,"02361396","30/31-02343-1","stostojic@t-com.me","530-1742-25",,,"+38269408240",,"069018550",,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"08/05/25 00:00:00",,0,,0,,195.6,,0,,1004.3,,0,,0,,1982.82,,,
4534,"Greška",,,,,,,,,,,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,0,2,0,,,,,,,,,,,0,,0,,0,,0,,,
4535,"CRNOGORSKI TELEKOM","MOSKOVSKA 29, Podgorica",,"02289377","20/31-00049-4","ir@telekom.me","510-103-22","535-6666-63","www.telekom.me","+38267611209",,,,"A",,1,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"08/05/25 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4536,"TIPOGRAF","VINOGRADSKA 11, Podgorica",,"03027953","30/31-14284-8","lazarboljevic5@gmail.com","520-30699-31",,,"069632312",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"05/28/25 00:00:00",,0,,0,,786.5,,0,,-20,,0,,0,,220.7,,,
4537,"VADANA","UL. KRALJA NIKOLE 128/S, Podgorica",,"02259281","30/31-02807-7","vadana@t-com.me",,,,"+38267482955",,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"08/01/25 00:00:00",,,,,,484,,,,0,,0,,0,,0,,,
4538,"VAPOR VK","UL. KRAGUJEVACKA BR. 5, Podgorica",,"03280390","30/31-21105-8","info@vapor.me","520-39874-54",,"www.vapor.me","+38269024812",,"067441100","068441100","A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"07/23/25 00:00:00",,0,,0,,13.07,,0,,0,,0,,0,,70.78,,,
4539,"VD COMMERCE","KOZARACKA BR. 101, Podgorica",,"02403846","30/31-03674-6","vdcommerce@t-com.me ","510-103504-25","555-9001699838-74",,"020260627",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"07/22/25 00:00:00",,,,,,727.2,,,,3801.47,,0,,0,,0,,,
4540,"VIRAGE","JOSIPA BROZA TITA BR.17,Podgorica",,"02188635","30/31-00263-9","pd@virage.me","510-3718-41",,,"+38267445500",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"08/25/21 00:00:00",,0,,0,,-60,,0,,-3.13,,0,,0,,0,,,
4541,"NOVI VOLVOX","VOJISLAVLJEVICA BR.91, Podgorica",,"02766515","30/31-09042-2","novivolvox@novivolvox.me","520-8971-31",,,"+38267697753",,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"04/29/24 00:00:00",,,,,,-45.24,,,,-192.69,,0,,0,,0,,,
4542,"ASOCIJACIJA SPEKTRA","OKTOBARSKE REVOLUCIJE 78, PODGORICA",,"11026443",,"jovan.spektra@gmail.com
","520-34656-91",,,,,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"03/25/25 00:00:00",,273.46,,0,,,,,,0,,0,,0,,0,,,
4543,"MUZEJSKO DRUŠTVO CRNE GORE","MILUTINA VUCINICA 41, PODGORICA",,"11070531",,"gacooyu@gmail.com","520-34778-16",,,"+ 382 69 339 910",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"07/25/25 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4544,"NVO ""Unija poslodavaca Crne Gore"" ","MARKA MILJANOVA 46 A/25 , PODGORICA, CRNA GORA",,"02357895",,"office@poslodavci.org",,,"www.poslodavci.org",,,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"12/30/24 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,1
4545,"INK DOO","HERCEGOVAČKA ULICA BR. 93 , PODGORICA,",,"03044521","30/31-14639-8","vuk@inkdesign.me ","52053-20054-",,,"+38267512515",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4546,"PARADIGMA DOO","CETINJSKI PUT BB POSLOVNI CENTAR KRUŠEVAC , PODGORICA, CRNA GORA",,"02951916","30/31-15703-9","info@meanderbug.com",,,,"+38267025525",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"06/24/21 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4547,"JAVNA PREDŠKOLSKA USTANOVA ""LJUBICA V. JOVANOVIĆ - MAŠE"" BUDVA","SLOVENSKA OBALA 17 , BUDVA",,"02020149",,"vrtic@ljvjovanovic.edu.me","530-4558-16",,,"069129070",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"06/29/21 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4548,"MINISTARSTVO JAVNE UPRAVE, DIGITALNOG DRUŠTVA I MEDIJA ","RIMSKI TRG 45 , PODGORICA,",,"11070043",,"gordana.jovanovic@mju.gov.me",,,,,,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"07/30/21 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4549,"COORDINATED AUCTION OFFICE IN SOUTH EAST EUROPE D.O.O. PODGORICA SEE CAO","UL.SVETLANE KANE RADEVIĆ BR.1 , PODGORICA,",,"02890909","30/31-11585-9","filip.markovic@seecao.com","520-14248-19",," www.seecao.com","+382 20 240 000",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"06/27/25 00:00:00",,363,,0,,,,,,0,,0,,0,,0,,,
4550,"ICE EEIG","150, Chaussée de la Hulpe, 1170 Brussels, Belgium",,,,"bojana.lakovic@ice-org.eu ",,,"www.ice-org.eu","+382 67860240",,,,"A",,1,0,"06/22/21 16:03:40",0,0,0,0,0,30,2,0,,,,,,,,,,,0,,0,,0,,0,,,
4551,"VENKON TECHNIX DOO","""VENKON TECHNIX""  MI STORE",,"03164462","30/31-18214-9","b.bojovic@vencomtechnics.com","540-9067-07",,,,,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"01/23/23 00:00:00",,752.62,,0,,,,,,0,,0,,0,,0,,,
4552,"Morski talas DOO ","GRADSKA LUKA BB , BUDVA, CRNA GORA",,"03158888","81/31-05385-2","jovanapekic8@gmail.com ","530-26513-14",,,"+38269855155",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"06/28/21 00:00:00",,152.46,,0,,,,,,0,,0,,0,,152.46,,,
4553,"RABBIT RECORDS DOO","BULEVAR STANKA DRAGOJEVIĆA 10 , PODGORICA,",,"02823594","30/31-10151-3","ivanamaras14@gmail.com",,,,"+382423955",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"08/26/21 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4554,"MONTENOMAKS CONTROL & LOGISTICS doo","ĆURILAC B.B. , DANILOVGRAD, CRNA GOR",,"02378426","90/31-00628-4","info@montenomaks.com",,,,"+382 77 200 001",,"+382 20 274 274","+382 20 274 275","A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"02/12/24 00:00:00",,234.74,,0,,152.89,,0,,60.5,,0,,0,,0,,,
4555,"GRD metal doo","Donja Gorica bb, 81000 Podgorica ",,"02118394","30/31-
00389-9 ","grdmetal@t com.me","510-3535-08 ",,,"020 261 740;",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"06/24/21 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4556,"GEOT D.O.O.","ĐOKA MIRAŠEVIĆA 6 , PODGORICA",,"02722283","30/31-08107-5"," milka.scekic@gmail.com","530-15352-32",,,"020268585",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"06/28/22 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4557,"ZAJEDNICA OPŠTINA CRNE GORE","AVDA MEĐEDOVIĆA 138 , PODGORICA",,"02018772",,"jelena.borozan@uom.co.me","530-1367-83",,"www.uom.me","+382 20 675 244",,"+382 67 488 822",,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4558,"CENTAR ZA RAVNOPRAVNOST,INTEGRACIJU I IMIGRACIJU","VOJISLAVA GRUJIĆA 11 , PODGORICA",,"11037313",,,"510-99855-11",,,,,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"12/30/21 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4559,"MARKER doo","NIKŠIĆKI PUT 57 , PODGORICA",,"02809834","30/31-10012-6"," marker.doo@gmail.com","520-40122-86",,,"+38267546699",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"12/30/24 00:00:00",,0,,0,,,,,,0,,0,,0,,153.67,,,
4560,"FORESTINO MONTENEGRO","OBODSKA BB, TOLOŠI , PODGORICA",,"03043355","30/31-14918-4","info@forestino.me","520-23074-14",,,"+38269484881",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4561,"NVO Paradigma","CETINJSKI PUT BB , PC KRUŠEVAC , PODGORICA",,"11050042",,"jovanradnic@gmail.com","510-204249-42",,,,,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4562,"Acibadem Saglik Hizm.ve Tic. A.Ş.","Fahrettin Kerim Gökay Cad. No:49, Altunizade Üsküdar Istanbul  Büyük Mükellefler VD
",,,"005 000 89 04","ebru.ozkaya@acibadem.com",,,"acibademinternational.com","+90 216 544 37 98",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4563,"AUTOČAČAK PODGORICA","CIJEVNA B.B. , PODGORICA",,"02466414","91/31-00308-8","milos.bijedic@skoda.co.me","510000000000153106",,,"+38269698844",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"09/27/23 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4564,"CENTROMETAL","BULEVAR 21. MAJ BR. 23 , PODGORICA",,"02313987","30/31-01671-0"," finansije@centrometal.me","510-10523-93",,,"+38269075956",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"04/07/23 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4565,"MRM doo","OBALA BB, PORTO MONTENEGRO , TIVAT",,"02810921","91/31-00753-9","np@mrm-maritime.me","540-3984-27",,"www.mrm-maritime.me","+382 32 540 344",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4566,"NEVLADINO UDRUŽENJE KNJIŽEVNA ZAJEDNICA""VLADIMIR MIJUŠKOVIĆ","SPORTSKI CENTAR II SPRAT , NIKŠIĆ",,"02094886",,"kzvladimirmijuskovicniksic@gmail.com",,,,,,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"08/11/21 00:00:00",,217.8,,0,,,,,,0,,0,,0,,0,,,
4567,"ZRNO ZDRAVLJA doo","VELJA PAPRAT BB , DANILOVGRAD",,"03308014",," aleksandar@grgurovic.me","907-53501-55",,,"+38267759997",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4568,"B2B doo","ILINO B.B. , BAR",,"03168212","80/31-03773-6","denis.ceman@b2bar.me","510-1776-47",,," +38268184384",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4569,"KVIR Montenegro","ulica Slobode 60/2, Podgorica",,"02936267",,"finansije.qm@gmail.com","540-9301-81",,,"+382 67 306 549",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"04/28/25 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4570,"LINEA MEDIA","CETINJSKI PUT BB , PODGORICA",,"02851903","30/31-10674-4","nikola.kadovic@lineamedia.me",,,"http://www.lineamedia.me","+382 20 264 667",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"01/19/24 00:00:00",,217.8,,0,,0,,0,,0,,0,,0,,0,,,
4571,"VERBAL doo","BORISLAVA PEKIĆA BR.4 , NIKŠIĆ",,"02636646","40/31-01220-7"," verbal@t-com.me","530-23387-80",,," +38240244249",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4572,"JU Gradsko pozorište Podgorica","Bokeška 2, Podgorica",,"02228637",,,,,,,,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"01/24/24 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4573,"TERRAE CAR - VINARIJA MARKOVIĆ","MARKOVIĆI BB. , BUDVA,",,"02426013","81/31-01030-4","info@terraecar.com",,,,"+38267250888",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"09/30/23 00:00:00",,499.73,,0,,,,,,0,,0,,0,,0,,,
4574,"CENTRO doo","MEDITERANSKA - TQ PLAZA 53 , BUDVA",,"02458195","81/31-01282-8"," prince@t-com.me","520-2552-82",,," +38268699699",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,7,2,1,"09/09/24 00:00:00",,695.75,,0,,,,,,0,,0,,0,,0,,,
4575,"LB LEISURE MANAGEMENT doo","RADOVIĆI BB,NASELJE LUŠTICA BAY , TIVAT",,"03347958","91/31-02286-4","nfo@lusticabay.com","510-132701-25",," www.lusticabay.com"," +38267613135",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"03/16/23 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4576,"LUNGO MARE MONTENEGRO","PODLIČAK B.B. SVETI STEFAN , BUDVA",,"03174751","81/31-05543-8"," lungomaremne@gmail.com","530-26392-86",,,"+38267238832",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"04/18/23 00:00:00",,151.25,,0,,,,,,0,,0,,0,,0,,,
4577,"MINHEN ","TRG BOŽANE VUČINIĆ 2 , PODGORICA,",,"03299163","30/31-21708-2"," Zentrum@munchenzentrum.me","565-6742-37",,," +38269406883",,,,"A",,1,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"06/07/23 00:00:00",,4097.94,,0,,,,,,0,,0,,0,,0,,,
4578,"LIFESTYLE GROUP","PERA ŠOĆA 7 BR. 1 , PODGORICA",,"03198430","30/31-19265-9","bojanamnc@gmail.com","520-39192-63",,"www.treasurehuntof.me","+38268500876",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"06/23/21 00:00:00",,90.75,,0,,,,,,0,,0,,0,,0,,,
4579,"CLICK PRINT","DR.VUKAŠINA MARKOVIĆA BR. 150 , PODGORICA",,"02985101","30/31-13339-3"," clickprint@gmail.com","520-23003-33",,,"+38267446794",,,,"A",,1,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"12/18/24 00:00:00",,0,,0,,18.15,,0,,0,,0,,0,,0,,,
4580,"HVM Nederland","Rubensstraat38, 3781 VM Voorthuizen",,"78033640",,"info@hvmnederland.nl","NL73RABO0354628607",,,"+31683250853",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4581,"M & S DESIGN","IVANA VUJOŠEVIĆA BR.2/98 , PODGORICA,",,"02795230","30/31-10474-1","ms.newdesign@gmail.com","510-39780-10",,"www.ms-design.me","020246100",,"069453444",,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"11/06/23 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4582,"DATIKA doo","CITY KVART STUDENTSKA, PROFESORSKA ZGRADA BB , PODGORICA",,"03073840","80/31-03328-5","datikashop@gmal.com","530-24590-60",,,"+38269969601",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"07/21/21 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4583,"LUČIĆ & BOŽOVIĆ doo","UL. SLOBODE 10 , PODGORICA",,"02312476","30/31-01437-8",,"535-6144-77",,,"020230668",,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"07/10/25 00:00:00",,0,,0,,16.94,,0,,32.67,,0,,0,,0,,,
4584,"SILK DRAGOVIĆ & CO doo","UL.MILJANA VUKOVA BR.41 , PODGORICA",,"02332957","30/31-01576-5",,"540-1000031582771-21",,,"020662246",,"067533443",,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4585,"KOLOR PRINT doo","DAHNA B.B. , PODGORICA",,"03239535","30/31-20076-7","kolorprintpg@gmail.com","520-31154-24",,,"+38267808750",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"05/26/25 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4586,"LB doo Lovely bag","Tabašnica bb, 80240 Tomislavgrad",,"4281244570007","281244570007","ma07.peric@gmail.com","BA391610200070270002",,,"+38763404725",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4587,"ZETATRANS AD","ĆEMOVSKO POLJE B.B. , PODGORICA,",,"02011468","20/31-00024-9","skladiste@zetatrans.com","525-3836-79",,,"020441927",,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4588,"TOP ŠPED doo","MIODRAGA BULATOVIĆA BR. 39 , PODGORICA",,"02842807","30/31-10481-4","topsped.m@gmail.me","530-19554-36",,,"067304305",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"05/10/23 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4589,"NEXT AUTO doo","ĆEMOVSKO POLJE BB , PODGORICA",,"02861194","30/31-10908-5",,"510-1403-02","520-40245-08",,"020658477",,"020658478",,"A",,0,1,"06/25/21 13:02:46",0,0,0,0,0,30,2,0,"02/23/24 00:00:00",,,,,,,,,,-0.01,,0,,0,,0,,,
4590,"COREIT D.O.O.","BULEVAR DŽORDŽA VAŠINGTONA, DIPLOMATSKA KULA, THE CAPITAL PLAZA 98 , PODGORICA",,"02775018","30/31-09264-6"," info@coreit.me","525-7451-98",,"www.coreit.me","+38220690900",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"04/02/25 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
